"name","rfid","equipment_type","asset_cost","rental_cost","location","purchased","notes"
"DRIEAZ-CXV FAN-SN#-04596-AN#-B1004-MEDFORD WHSE","8230 0000 0000 0000 0006 6477","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04599-AS#-4599-JERSEY WHSE","8230 0000 0000 0000 0006 7808","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04603-AN#-603-MEDFORD WHSE","8230 0000 0000 0000 0006 6459","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04604-AS#-4604-JERSEY WHSE","8230 0000 0000 0000 0006 7795","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04609-AS#-609-TRAILER 3","8230 0000 0000 0000 0006 6929","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04620-AS#-4620-DVJ WHSE","8230 0000 0000 0000 0006 7582","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04622-AN#-622-TRAILER 3","8230 0000 0000 0000 0006 7008","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04624-AN#-624-MEDFORD WHSE","8230 0000 0000 0000 0006 6466","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04625-AN#-625-TRAILER 3","8230 0000 0000 0000 0006 6905","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04629-AN#-629-MEDFORD WHSE","8230 0000 0000 0000 0006 6461","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04633-AN#-633-MEDFORD WHSE","8230 0000 0000 0000 0006 6503","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04652-AS#-4652-JERSEY TRAILER","8230 0000 0000 0000 0006 7527","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04653-AS#-4653-JERSEY WHSE","8230 0000 0000 0000 0006 7788","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04654-AS#-4654-QUEENS WHSE","8230 0000 0000 0000 0006 8002","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04655-AS#-4655-QUEENS WHSE","8230 0000 0000 0000 0006 8014","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04660-AS#-660-TRAILER 3","8230 0000 0000 0000 0006 6934","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04664-AN#-B1049-TRAILER 3","8230 0000 0000 0000 0006 6904","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04677-AN#-677-MEDFORD WHSE","8230 0000 0000 0000 0006 6478","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04688-AS#-4688-QUEENS WHSE","8230 0000 0000 0000 0006 8003","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04692-AN#-692-TRAILER 3","8230 0000 0000 0000 0006 6900","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04694-AS#-4694-QUEENS WHSE","8230 0000 0000 0000 0006 8005","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04700-AN#-700-TRAILER 3","8230 0000 0000 0000 0006 6983","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04708-AS#-4708-JERSEY TRAILER","8230 0000 0000 0000 0006 7512","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04709-AN#-709-MEDFORD WHSE","8230 0000 0000 0000 0006 6488","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04716-AN#-716-TRAILER 3","8230 0000 0000 0000 0006 6888","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04718-AN#-718-TRAILER 3","8230 0000 0000 0000 0006 6880","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04719-AS#-4719-JERSEY TRAILER","8230 0000 0000 0000 0006 7502","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04720-AN#-B1020-TRAILER 3","8230 0000 0000 0000 0006 6915","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04723-AN#-723-TRAILER 3","8230 0000 0000 0000 0006 6938","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04724-AS#-4724-JERSEY TRAILER","8230 0000 0000 0000 0006 7475","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04728-AN#-728-TRAILER 3","8230 0000 0000 0000 0006 7007","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04729-AN#-729-MEDFORD WHSE","8230 0000 0000 0000 0006 6454","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04734-AS#-4734-JERSEY TRAILER","8230 0000 0000 0000 0006 7510","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04734-AS#-4734-QUEENS WHSE","8230 0000 0000 0000 0006 8022","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04735-AN#-735-TRAILER 3","8230 0000 0000 0000 0006 6917","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04736-AN#-736-TRAILER 3","8230 0000 0000 0000 0006 7011","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04740-AN#-740-TRAILER 3","8230 0000 0000 0000 0006 6925","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04742-AN#-742-TRAILER 3","8230 0000 0000 0000 0006 6881","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04746-AN#-746-TRAILER 3","8230 0000 0000 0000 0006 6892","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04753-AS#-4735-Medford Warehouse","8230 0000 0000 0000 0006 6554","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04767-AN#-767-TRAILER 3","8230 0000 0000 0000 0006 6908","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04768-AN#-768-TRAILER 3","8230 0000 0000 0000 0006 7003","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04782-AS#-782-TRAILER 3","8230 0000 0000 0000 0006 6931","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04786-AN#-786-TRAILER 3","8230 0000 0000 0000 0006 6981","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04788-AN#-788-TRAILER 3","8230 0000 0000 0000 0006 6985","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04794-AN#-794-TRAILER 3","8230 0000 0000 0000 0006 6902","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04797-AN#-797-TRAILER 3","8230 0000 0000 0000 0006 7015","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04803-AN#-803-TRAILER 3","8230 0000 0000 0000 0006 6916","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-04804-AS#-804-TRAILER 3","8230 0000 0000 0000 0006 6928","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-05268-AN#-268-TRAILER 3","8230 0000 0000 0000 0006 7000","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-0790-AS#-0790-JERSEY WHSE","8230 0000 0000 0000 0006 7810","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-2801-AN#-447-MEDFORD WHSE","8230 0000 0000 0000 0006 6471","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-4377-AS#-4377-DVJ WHSE","8230 0000 0000 0000 0006 7623","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-L0977289-AS#-7289-JERSEY TRAILER","8230 0000 0000 0000 0006 7482","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-NONE-AS#-0696-QUEENS WHSE","8230 0000 0000 0000 0006 8001","Air Mover","$439.00","$0","","",""
"DRIEAZ-CXV FAN-SN#-NONE-AS#-4396-QUEENS WHSE","8230 0000 0000 0000 0006 8007","Air Mover","$439.00","$0","","",""
"DriEaz-DH R200-SN #-A1088565-AN #-8565-Warehouse Medford","8230 0000 0000 0000 0006 6539","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1001925-AN #-53718-Warehouse Medford","8230 0000 0000 0000 0006 3232","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1001934-AN #-53496-Warehouse Medford","8230 0000 0000 0000 0006 3237","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1001936-AN #-1936-Warehouse Medford","8230 0000 0000 0000 0006 7381","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1001970-AN #-53322-Warehouse Medford","8230 0000 0000 0000 0006 3231","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1001976-AN #-1976-Warehouse Medford","8230 0000 0000 0000 0006 6569","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1002011-AN #-53513-Warehouse Medford","8230 0000 0000 0000 0006 3246","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1002033-AN #-2033-Warehouse Medford","8230 0000 0000 0000 0006 6568","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1002043-AN #-2043-Warehouse Medford","8230 0000 0000 0000 0006 6565","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1003824-AN #-53568-Warehouse Medford","8230 0000 0000 0000 0006 3243","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1004907-AN #-53680-Warehouse Medford","8230 0000 0000 0000 0006 3229","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1004911-AN #-53799-Warehouse Medford","8230 0000 0000 0000 0006 3264","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1004956-AN #-4956-Warehouse Medford","8230 0000 0000 0000 0006 6535","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1004959-AN #-4959-Warehouse Medford","8230 0000 0000 0000 0006 6564","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1004977-AN #-4977-Warehouse Medford","8230 0000 0000 0000 0006 7392","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-C1004981-AN #-53475-Warehouse Medford","8230 0000 0000 0000 0006 3236","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-H0945314-AN #-5314-Warehouse Medford","8230 0000 0000 0000 0006 6540","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-H0954422-AN #-4422-Warehouse Medford","8230 0000 0000 0000 0006 6541","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-H0954439-AN #-4439-Warehouse Medford","8230 0000 0000 0000 0006 6538","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-H0954446-AN #-4446-Warehouse Medford","8230 0000 0000 0000 0006 6533","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-H0954508-AN #-B2054-Warehouse Medford","8230 0000 0000 0000 0006 6563","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-H0954516-AN #-53765-Warehouse Medford","8230 0000 0000 0000 0006 3244","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-H0954551-AN #-4550-Warehouse Medford","8230 0000 0000 0000 0006 6560","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-J0960918-AN #-53488-Warehouse Medford","8230 0000 0000 0000 0006 3239","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-J0960930-AN #-53159-Warehouse Medford","8230 0000 0000 0000 0006 3241","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-J0960947-AN #-53745-Warehouse Medford","8230 0000 0000 0000 0006 3233","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-K08289989-AN #-00121-Warehouse Medford","8230 0000 0000 0000 0006 3235","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-K1463789-AN #-3789-Warehouse Medford","8230 0000 0000 0000 0006 6534","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-K1463796-AN #-3796-Warehouse Medford","8230 0000 0000 0000 0006 3242","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-K1463838-AN #-3838-Warehouse Medford","8230 0000 0000 0000 0006 3230","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-K1463874-AN #-3874-Warehouse Medford","8230 0000 0000 0000 0006 6537","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-K1463876-AN #-3876-Warehouse Medford","8230 0000 0000 0000 0006 6519","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-L0977535-AN #-7535-Warehouse Medford","8230 0000 0000 0000 0006 6567","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-L0977560-AN #-7560-Warehouse Medford","8230 0000 0000 0000 0006 7393","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-L0977573-AN #-7573-Warehouse Medford","8230 0000 0000 0000 0006 7394","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-L0977578-AN #-53691-Warehouse Medford","8230 0000 0000 0000 0006 3245","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-L0977624-AN #-7624-Warehouse Medford","8230 0000 0000 0000 0006 6544","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-L0977638-AN #-53410-Warehouse Medford","8230 0000 0000 0000 0006 3226","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-L0977642-AN #-7642-Warehouse Medford","8230 0000 0000 0000 0006 6509","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-L0978438-AN #-8438-Warehouse Medford","8230 0000 0000 0000 0006 6536","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-L0978448-AN #-8448-Warehouse Medford","8230 0000 0000 0000 0006 7391","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-L0978454-AN #-55429-Warehouse Medford","8230 0000 0000 0000 0006 3238","Dehumidifier","$1760","$0","","",""
"DriEaz-DH R200-SN #-L0978463-AN #-55407-Warehouse Medford","8230 0000 0000 0000 0006 3240","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-05669-AS#-5669-QUEENS WHSE","8230 0000 0000 0000 0006 7998","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-06291-AS#-6291-QUEENS WHSE","8230 0000 0000 0000 0006 7996","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-0977596-AS#-7596-JERSEY TRAILER","8230 0000 0000 0000 0006 7556","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-11291-AS#-1291-QUEENS WHSE","8230 0000 0000 0000 0006 7997","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C0918264-AN#-8264-MEDFORD WHSE","8230 0000 0000 0000 0006 6281","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001923-AS#-1923-JERSEY WHSE","8230 0000 0000 0000 0006 7818","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001933-AN#-1933-MEDFORD WHSE","8230 0000 0000 0000 0006 6297","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001935-AS#-1935-JERSEY TRAILER","8230 0000 0000 0000 0006 7559","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001938-AS#-1938-JERSEY TRAILER","8230 0000 0000 0000 0006 7571","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001940-AS#-1940-JERSEY WHSE","8230 0000 0000 0000 0006 7817","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001943-AN#-1943-TRAILER 3","8230 0000 0000 0000 0006 6944","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001953-AN#-B2047-TRAILER 3","8230 0000 0000 0000 0006 6973","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001959-AS#-1959-JERSEY TRAILER","8230 0000 0000 0000 0006 7567","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001975-AS#-1975-DVJ WHSE","8230 0000 0000 0000 0006 7683","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001982-AN#-1982-TRAILER 3","8230 0000 0000 0000 0006 6970","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001997-AS#-1997-JERSEY TRAILER","8230 0000 0000 0000 0006 7568","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1001998-AS#-1998-JERSEY TRAILER","8230 0000 0000 0000 0006 7536","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1002004-AS#-2004-JERSEY TRAILER","8230 0000 0000 0000 0006 7543","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1002009-AS#-2009-JERSEY TRAILER","8230 0000 0000 0000 0006 7460","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1002013-AS#-2013-QUEENS WHSE","8230 0000 0000 0000 0006 7984","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1002028-AS#-2028-JERSEY TRAILER","8230 0000 0000 0000 0006 7569","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1002042-AS#-2042-QUEENS WHSE","8230 0000 0000 0000 0006 7995","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1002054-AS#-2054-QUEENS WHSE","8230 0000 0000 0000 0006 7987","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1002057-AN#-2057-TRAILER 3","8230 0000 0000 0000 0006 6978","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1003820-AN#-3820-TRAILER 3","8230 0000 0000 0000 0006 6975","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004887-AS#-4887-JERSEY TRAILER","8230 0000 0000 0000 0006 7453","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004895-AN#-4895-TRAILER 3","8230 0000 0000 0000 0006 6974","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004899-AN#-4899-TRAILER 3","8230 0000 0000 0000 0006 6969","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004905-AS#-4905-DVJ WHSE","8230 0000 0000 0000 0006 7668","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004914-AS#-4914-JERSEY TRAILER","8230 0000 0000 0000 0006 7416","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004918-AS#-B2042-JERSEY WHSE","8230 0000 0000 0000 0006 7687","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004924-AN#-B2015-MEDFORD WHSE","8230 0000 0000 0000 0006 6296","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004938-AS#-4938-QUEENS WHSE","8230 0000 0000 0000 0006 7980","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004943-AS#-4943-JERSEY WHSE","8230 0000 0000 0000 0006 7820","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004947-AS#-4947-QUEENS WHSE","8230 0000 0000 0000 0006 7989","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004949-AN#-4949-MEDFORD WHSE","8230 0000 0000 0000 0006 6361","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004960-AS#-4960-JERSEY TRAILER","8230 0000 0000 0000 0006 7555","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004971-AN#-4971-TRAILER 3","8230 0000 0000 0000 0006 6946","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004974-AS#-4974-DVJ WHSE","8230 0000 0000 0000 0006 7666","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004986-AS#-4986-QUEENS WHSE","8230 0000 0000 0000 0006 7986","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004987-AS#-4987-JERSEY TRAILER","8230 0000 0000 0000 0006 7537","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004991-AN#-4991-TRAILER 3","8230 0000 0000 0000 0006 6960","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004993-AN#-2145-MEDFORD WHSE","8230 0000 0000 0000 0006 6364","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1004995-AS#-4995-JERSEY TRAILER","8230 0000 0000 0000 0006 7417","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1005001-AS#-5001-DVJ WHSE","8230 0000 0000 0000 0006 7678","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1005007-AS#-5007-QUEENS WHSE","8230 0000 0000 0000 0006 7999","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1005008-AS#-5008-DVJ WHSE","8230 0000 0000 0000 0006 7676","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1005039-AN#-3508-MEDFORD WHSE","8230 0000 0000 0000 0006 6955","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1005041-AS#-5041-JERSEY TRAILER","8230 0000 0000 0000 0006 7459","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1005043-AS#-5043-JERSEY TRAILER","8230 0000 0000 0000 0006 7458","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1005079-AN#-5079-MEDFORD WHSE","8230 0000 0000 0000 0006 6948","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1005080-AS#-5080-JERSEY TRAILER","8230 0000 0000 0000 0006 7533","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1005081-AS#-5081-JERSEY TRAILER","8230 0000 0000 0000 0006 7462","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-C1005083-AN#-5083-TRAILER 3","8230 0000 0000 0000 0006 6964","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0945322-AS#-5322-JERSEY TRAILER","8230 0000 0000 0000 0006 7456","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0945331-AS#-5331-DVJ WHSE","8230 0000 0000 0000 0006 7682","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0945333-AN#-5333-TRAILER 3","8230 0000 0000 0000 0006 6949","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0945344-AN#-5344-TRAILER 3","8230 0000 0000 0000 0006 6977","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0945347-AS#-5347-QUEENS WHSE","8230 0000 0000 0000 0006 7827","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0945409-AS#-5409-JERSEY TRAILER","8230 0000 0000 0000 0006 7539","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0945420-AN#-5420-TRAILER 3","8230 0000 0000 0000 0006 6957","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954435-AS#-4435-JERSEY TRAILER","8230 0000 0000 0000 0006 7415","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954437-AS#-4437-QUEENS WHSE","8230 0000 0000 0000 0006 7982","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954440-AS#-4440-DVJ WHSE","8230 0000 0000 0000 0006 7671","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954442-AS#-4442-JERSEY TRAILER","8230 0000 0000 0000 0006 7457","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954444-AS#-4444-DVJ WHSE","8230 0000 0000 0000 0006 7677","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954453-AS#-4453-JERSEY TRAILER","8230 0000 0000 0000 0006 7570","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954455-AN#-B2052-TRAILER 3","8230 0000 0000 0000 0006 6968","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954461-AS#-4461-QUEENS WHSE","8230 0000 0000 0000 0006 7992","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954463-AN#-4463-TRAILER 3","8230 0000 0000 0000 0006 6971","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954468-AN#-4468-TRAILER 3","8230 0000 0000 0000 0006 6965","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954473-AN#-4473-TRAILER 3","8230 0000 0000 0000 0006 6952","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954480-AS#-4480-DVJ WHSE","8230 0000 0000 0000 0006 7680","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954482-AS#-4482-JERSEY WHSE","8230 0000 0000 0000 0006 7574","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954492-AS#-4492-DVJ WHSE","8230 0000 0000 0000 0006 7675","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954497-AS#-4497-DVJ WHSE","8230 0000 0000 0000 0006 7674","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954507-AS#-4507-DVJ WHSE","8230 0000 0000 0000 0006 7679","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954513-AS#-4513-DVJ WHSE","8230 0000 0000 0000 0006 7669","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954514-AN#-4514-TRAILER 3","8230 0000 0000 0000 0006 6976","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954515-AN#-4515-TRAILER 3","8230 0000 0000 0000 0006 6958","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954523-AN#-4523-MEDFORD WHSE","8230 0000 0000 0000 0006 6956","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954531-AS#-4531-JERSEY TRAILER","8230 0000 0000 0000 0006 7557","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954553-AN#-4553-MEDFORD WHSE","8230 0000 0000 0000 0006 6298","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954557-AN#-4557-TRAILER 3","8230 0000 0000 0000 0006 6961","Dehumidifier","$1760","$0","","",""
"DRIEAZ-DH R200-SN#-H0954565-AS#-565-DVJ WHSE","8230 0000 0000 0000 0006 7681","Dehumidifier","$1760","$0","","",""
